time,open,high,low,close,volume,rsi_14,ema_20,ema_50,atr,target
2006-04-25 00:00:00-04:00,90.81898050685388,90.87442682177549,90.04275324855786,90.35462951660156,84359800,54.18445215272055,90.14834885297364,89.54057201030483,0.8057805624068283,1
2006-04-26 00:00:00-04:00,90.44472251820582,90.88828242018722,90.3061120317058,90.37541198730467,67262400,54.41298835190276,90.16997391338612,89.57331083293228,0.7898084071264426,1
2006-04-27 00:00:00-04:00,90.02886255062361,91.22786892951014,89.81401475304862,90.81202697753906,124478600,59.03605389737822,90.23112182425783,89.62188793664235,0.8343831049360906,1
2006-04-28 00:00:00-04:00,90.64570081893106,91.31104592051688,90.5902650878254,91.1169891357422,55854400,61.93938596566389,90.31549013963729,89.6805193562149,0.826268656918618,1
2006-05-01 00:00:00-04:00,91.11699448179829,91.3457065434093,90.31997625294647,90.37541198730467,64990300,52.2428454265732,90.32119698227228,89.70777004763019,0.8405159164574904,1
2006-05-02 00:00:00-04:00,90.79817833843632,91.110065143579,90.61105894571304,91.05461883544922,49063500,58.630744270482865,90.39104668257485,89.7605876471525,0.832954290730122,1
2006-05-03 00:00:00-04:00,90.89518887242708,91.01301886361227,90.41004699075214,90.71499633789062,60821300,54.691452714834575,90.42189903070017,89.79801543894615,0.8194984017277621,1
2006-05-04 00:00:00-04:00,90.84667659195227,91.2209258652347,90.77043925800406,91.04073333740234,42921400,57.631733061820924,90.48083563133848,89.84674947417973,0.7971006249860705,0
2006-05-05 00:00:00-04:00,91.51896324683123,92.0387604512904,91.38035277403571,91.8447036743164,62588200,63.86473747960399,90.6107278259078,89.92510061928313,0.8114525170504981,0
2006-05-08 00:00:00-04:00,91.83775035876872,92.01795345993992,91.73379516601562,91.73379516601562,30016700,62.498778102727165,90.71768662020379,89.99602981719421,0.7737886439700549,0
2006-05-09 00:00:00-04:00,91.77539099530291,92.01796724847507,91.69915365076032,91.91400146484376,29864000,63.85164472078221,90.83162136731235,90.07124439161186,0.7412904263803902,0
2006-05-10 00:00:00-04:00,91.76849587226752,92.00413480941248,91.40810006673104,91.8655242919922,64378200,63.19122755232374,90.93008831251996,90.14160830927383,0.7309150204018937,0
2006-05-11 00:00:00-04:00,91.83775287352104,91.86548130921406,90.4585645938338,90.75657653808594,80626900,50.35947573122481,90.91356338162147,90.16572471040374,0.7792039259559301,0
2006-05-12 00:00:00-04:00,90.34770709346635,90.59721023511432,89.53682452693646,89.57147979736328,91726500,40.81991002148894,90.7857458974064,90.14242098832372,0.810671646326898,0
2006-05-15 00:00:00-04:00,89.25956862393234,89.9179868567735,89.13482237474194,89.75164794921875,84029300,42.60010433673438,90.68726037853139,90.12709655541764,0.8087068488772304,0
2006-05-16 00:00:00-04:00,89.93184079891967,90.09817970702558,89.41204360830221,89.61996459960938,62137600,41.614785082120505,90.5856131614912,90.10720902773889,0.7999517952948115,0
2006-05-17 00:00:00-04:00,89.17639801276039,89.47442054534437,87.85957750519995,87.91502380371094,144789500,31.466761349645893,90.33127131789308,90.0212409797378,0.868554316660141,0
2006-05-18 00:00:00-04:00,88.26155733018865,88.5387835416652,87.40216083349654,87.47146606445312,87906300,29.454384502849877,90.05890891280356,89.92124980658937,0.8877020589107494,1
2006-05-19 00:00:00-04:00,87.92892393672425,88.35861970656838,87.18734657610538,88.08832550048828,124309400,35.6206806799386,89.87123430210686,89.84937042203639,0.9079571354501954,1
2006-05-22 00:00:00-04:00,87.52000666420837,88.13683239485562,86.9794182969132,87.41604614257812,110852800,32.306386973491854,89.63740685834222,89.75394594048902,0.9257754899139259,0
2006-05-23 00:00:00-04:00,88.143752382778,88.45562861712057,86.75069427490234,86.75069427490234,92006500,29.39165206173439,89.36248185039557,89.63617136536797,0.981429693649947,1
2006-05-24 00:00:00-04:00,87.10415671925207,87.94276230190752,86.46654003804065,87.44375610351562,168405000,35.88102219024019,89.17974606497843,89.55019429627572,1.0167720200940131,1
2006-05-25 00:00:00-04:00,87.96356343868638,88.52494812011719,87.6239640154565,88.52494812011719,78977900,44.45713194267762,89.11738435594404,89.50998856387736,1.0213734484159809,1
2006-05-26 00:00:00-04:00,88.71897762775515,88.97541809082031,88.3724514669449,88.97541809082031,62989700,47.60175216642851,89.1038637592656,89.48902501591434,0.9914872466630834,0
2006-05-30 00:00:00-04:00,88.69127820331809,88.71206924852399,87.36059843362655,87.39524841308594,72419900,39.214667926033215,88.94113848820086,89.40691612952891,1.0360109902724177,1
2006-05-31 00:00:00-04:00,87.75562622477823,88.37245178222656,87.46453578841867,88.37245178222656,86926200,45.59828164228807,88.88697784953665,89.36634890022295,1.031810445905861,0
2006-06-01 00:00:00-04:00,88.28236827138522,89.36355021109954,88.20613091385245,89.21800231933594,73721700,50.44750948570527,88.91850398951753,89.360531387247,1.0407825067159486,0
2006-06-02 00:00:00-04:00,89.57839423187019,89.70314049778882,88.93385070735272,89.4051284790039,91702600,51.478312052433886,88.96484917899242,89.36228029280609,1.0213901698388168,0
2006-06-05 00:00:00-04:00,89.30117420062788,89.30810102370687,87.85959656486662,88.1021728515625,86105100,44.531893187717095,88.882689528761,89.3128643147181,1.058828865860136,0
2006-06-06 00:00:00-04:00,88.16456304965932,88.28238251662083,87.15962359297225,87.88733673095703,130498600,43.48984714306318,88.78789402420824,89.25696127221767,1.0633952985593103,0
2006-06-07 00:00:00-04:00,87.95659986934758,88.46946484554789,87.18036765288679,87.2288818359375,108599400,40.37170269800451,88.63941667294436,89.17742874530471,1.079516862423724,0
2006-06-08 00:00:00-04:00,87.03485237359055,87.67246906136423,85.84971528403807,87.15267181396484,204957200,40.01410705576684,88.49782192447012,89.09802651270314,1.1326052134881832,1
2006-06-09 00:00:00-04:00,87.57543758732403,87.99127431310019,86.83386041860045,86.87544250488281,94972200,38.6721900464509,88.34330959879513,89.01086635553372,1.1343772621318657,0
2006-06-12 00:00:00-04:00,87.24278842063262,87.27744369359161,85.81508000728076,85.93289947509766,95815900,34.44297376222097,88.11374672987156,88.89016177198721,1.1578048638589362,1
2006-06-13 00:00:00-04:00,85.75963999955601,86.5220084719116,84.93489837646484,84.93489837646484,185688800,30.62407125303534,87.81099926764234,88.73505340353535,1.1884695232580664,1
2006-06-14 00:00:00-04:00,85.13583770104748,85.6833579854263,84.78930627708493,85.59326171875,163566400,35.68974772473453,87.59978616774784,88.61184588648493,1.167439679335445,1
2006-06-15 00:00:00-04:00,85.90515273496781,87.57543702526746,85.84277960594459,87.40910339355469,134057000,47.15165849612807,87.58162590353896,88.56467951421317,1.2256350812770176,0
2006-06-16 00:00:00-04:00,87.21769156452534,87.4056433864293,86.63990528333817,86.77217102050781,94253500,44.17741104334186,87.5045349622979,88.49438506347963,1.1930324404869823,0
