time,open,high,low,close,volume
2006-02-13 00:00:00-05:00,87.39424886632678,87.52541095834577,86.94554115857933,87.26309204101562,52308700
2006-02-14 00:00:00-05:00,87.29760719478037,88.38140616399544,87.1250277075378,88.18811798095703,90964400
2006-02-15 00:00:00-05:00,88.1397858044429,88.58159408637395,87.83604425646135,88.49874877929688,85471300
2006-02-16 00:00:00-05:00,88.59541031459683,89.1959941422188,88.48495690567592,89.1614761352539,61017900
2006-02-17 00:00:00-05:00,89.08555624085494,89.16149165602941,88.76110587905661,88.91987609863281,40342600
2006-02-21 00:00:00-05:00,89.12693778691371,89.3271253281545,88.56087209544938,88.69894409179688,46456300
2006-02-22 00:00:00-05:00,88.89222209681589,89.49969457104267,88.80937680178384,89.23738098144531,42326700
2006-02-23 00:00:00-05:00,89.2373784885052,89.49279268530347,88.5539601240022,89.10621643066406,43423200
2006-02-24 00:00:00-05:00,89.126955537199,89.38236982116351,88.8853400288858,89.33405303955078,36777400
2006-02-27 00:00:00-05:00,89.32711761684999,89.76892058014512,89.24428285292387,89.36854553222656,35858600
2006-02-28 00:00:00-05:00,89.18904105190494,89.67917123337543,88.45040662076752,88.5194320678711,74394800
2006-03-01 00:00:00-05:00,88.77485186136187,89.3892341337013,88.70581588466304,89.30638885498047,48641600
2006-03-02 00:00:00-05:00,88.98193352544509,89.34090162316451,88.78174605817324,89.29948425292969,60642300
2006-03-03 00:00:00-05:00,88.82321174044645,89.78966321636968,88.80940243172027,88.88533782958984,73402500
2006-03-06 00:00:00-05:00,89.1476210492575,89.1752291206028,88.25711064725849,88.47801208496094,57478400
2006-03-07 00:00:00-05:00,88.26403806715476,88.40209952631866,87.94649249771211,88.33997344970703,61780800
2006-03-08 00:00:00-05:00,88.15356684825122,88.66440573054307,87.79460396703831,88.5263442993164,66692400
2006-03-09 00:00:00-05:00,88.55396528719876,88.83008818992275,87.93267822265625,87.93267822265625,56313600
2006-03-10 00:00:00-05:00,88.1605045841539,88.94056197006104,87.97412105538245,88.76798248291016,60490800
2006-03-13 00:00:00-05:00,88.94055417200762,89.16146095223195,88.7265573120497,88.93365478515625,45479100
2006-03-14 00:00:00-05:00,88.85081254883103,89.90008806654797,88.78177655245385,89.86557006835938,69877300
2006-03-15 00:00:00-05:00,89.84484359082695,90.3349737878869,89.63775670951775,90.26593780517578,53398900
2006-03-16 00:00:00-05:00,90.43851461074931,90.75606537525185,90.3211618702669,90.45232391357422,65526400
2006-03-17 00:00:00-05:00,90.56945225905578,90.72192693897745,90.36154185489015,90.52787017822266,47286800
2006-03-20 00:00:00-05:00,90.54175627647481,90.72194886206225,90.24374424162218,90.38235473632812,45538500
2006-03-21 00:00:00-05:00,90.35462181357046,90.78432807375322,89.71700510928578,89.81403350830078,87102700
2006-03-22 00:00:00-05:00,89.75860016471651,90.45166327931635,89.71701806988914,90.361572265625,51605700
2006-03-23 00:00:00-05:00,90.27838607107526,90.36848764866328,89.86255460014354,90.17443084716797,46704200
2006-03-24 00:00:00-05:00,90.09124633078811,90.49322406465785,89.91798061318738,90.24372100830078,43209200
2006-03-27 00:00:00-05:00,90.11894922034752,90.29221490916235,89.9179656744536,90.11202239990234,32523000
2006-03-28 00:00:00-05:00,90.04969375170661,90.46553588913797,89.43980534552678,89.55762481689453,82079900
2006-03-29 00:00:00-05:00,89.6892771418284,90.44471320446777,89.60610239825169,90.11897277832031,61505700
2006-03-30 00:00:00-05:00,90.17443495322776,90.77739642995077,89.78632133256453,89.95958709716797,70571700
2006-03-31 00:00:00-05:00,90.11207615014867,90.26455089327806,89.66157874533741,89.98039245605469,62925600
2006-04-03 00:00:00-04:00,90.14670596658394,90.70114788469539,89.74472817324194,89.91105651855469,61624700
2006-04-04 00:00:00-04:00,89.91106924819053,90.60413231925563,89.65463929599346,90.48631286621094,54809300
2006-04-05 00:00:00-04:00,90.52095105108461,90.98530195202632,90.36154953590788,90.79817199707031,50607200
2006-04-06 00:00:00-04:00,90.68731822609415,90.93682138535814,90.22989400489274,90.701171875,57906200
2006-04-07 00:00:00-04:00,90.83284729033952,91.06848620392249,89.64771532329934,89.77938842773438,80180900
2006-04-10 00:00:00-04:00,89.91798400878906,90.15362285555254,89.58530620421652,89.91798400878906,41496500
2006-04-11 00:00:00-04:00,89.99424297857314,90.13978029966236,88.88533784743132,89.15563201904297,72799400
2006-04-12 00:00:00-04:00,89.24571547535089,89.49521855041804,89.13482286969862,89.32195281982422,43033700
2006-04-13 00:00:00-04:00,89.12094209485012,89.57836607671788,88.92688535865756,89.20411682128906,51051800
2006-04-17 00:00:00-04:00,89.28728352057182,89.61995070992455,88.72590433375807,89.16946411132812,64167700
2006-04-18 00:00:00-04:00,89.35663393089972,90.749697740933,89.35663393089972,90.58335876464844,92531800
2006-04-19 00:00:00-04:00,90.61796608551983,90.83975126986532,90.26450784518131,90.75657653808594,87269000
2006-04-20 00:00:00-04:00,90.7912384671812,91.38727297478692,90.5140175416764,90.88134002685547,86005500
2006-04-21 00:00:00-04:00,91.26947787751628,91.33877783971187,90.52789531243116,90.89521789550781,72342600
2006-04-24 00:00:00-04:00,90.71500998632351,90.83976681769572,90.36155168548825,90.72887420654297,52546400
2006-04-25 00:00:00-04:00,90.81898050685388,90.87442682177549,90.04275324855786,90.35462951660156,84359800
2006-04-26 00:00:00-04:00,90.44472251820582,90.88828242018722,90.3061120317058,90.37541198730469,67262400
2006-04-27 00:00:00-04:00,90.02886255062361,91.22786892951014,89.81401475304862,90.81202697753906,124478600
2006-04-28 00:00:00-04:00,90.64570081893106,91.31104592051688,90.5902650878254,91.11698913574219,55854400
2006-05-01 00:00:00-04:00,91.11699448179827,91.3457065434093,90.31997625294647,90.37541198730469,64990300
2006-05-02 00:00:00-04:00,90.79817833843632,91.11006514357899,90.61105894571305,91.05461883544922,49063500
2006-05-03 00:00:00-04:00,90.89518887242707,91.01301886361229,90.41004699075214,90.71499633789062,60821300
2006-05-04 00:00:00-04:00,90.84667659195227,91.2209258652347,90.77043925800406,91.04073333740234,42921400
2006-05-05 00:00:00-04:00,91.51896324683125,92.03876045129039,91.38035277403573,91.8447036743164,62588200
2006-05-08 00:00:00-04:00,91.83775035876873,92.01795345993993,91.73379516601562,91.73379516601562,30016700
2006-05-09 00:00:00-04:00,91.77539099530291,92.01796724847509,91.69915365076031,91.91400146484375,29864000
2006-05-10 00:00:00-04:00,91.76849587226751,92.00413480941249,91.40810006673104,91.86552429199219,64378200
2006-05-11 00:00:00-04:00,91.83775287352105,91.86548130921406,90.4585645938338,90.75657653808594,80626900
2006-05-12 00:00:00-04:00,90.34770709346637,90.59721023511432,89.53682452693646,89.57147979736328,91726500
2006-05-15 00:00:00-04:00,89.25956862393234,89.9179868567735,89.13482237474194,89.75164794921875,84029300
2006-05-16 00:00:00-04:00,89.93184079891967,90.09817970702558,89.41204360830221,89.61996459960938,62137600
2006-05-17 00:00:00-04:00,89.17639801276039,89.47442054534437,87.85957750519995,87.91502380371094,144789500
2006-05-18 00:00:00-04:00,88.26155733018865,88.5387835416652,87.40216083349654,87.47146606445312,87906300
2006-05-19 00:00:00-04:00,87.92892393672425,88.35861970656838,87.18734657610538,88.08832550048828,124309400
2006-05-22 00:00:00-04:00,87.52000666420837,88.13683239485562,86.9794182969132,87.41604614257812,110852800
2006-05-23 00:00:00-04:00,88.143752382778,88.45562861712057,86.75069427490234,86.75069427490234,92006500
2006-05-24 00:00:00-04:00,87.10415671925207,87.94276230190752,86.46654003804065,87.44375610351562,168405000
2006-05-25 00:00:00-04:00,87.96356343868638,88.52494812011719,87.6239640154565,88.52494812011719,78977900
2006-05-26 00:00:00-04:00,88.71897762775515,88.97541809082031,88.3724514669449,88.97541809082031,62989700
2006-05-30 00:00:00-04:00,88.69127820331809,88.71206924852399,87.36059843362655,87.39524841308594,72419900
2006-05-31 00:00:00-04:00,87.75562622477823,88.37245178222656,87.46453578841867,88.37245178222656,86926200
2006-06-01 00:00:00-04:00,88.28236827138522,89.36355021109954,88.20613091385245,89.21800231933594,73721700
2006-06-02 00:00:00-04:00,89.57839423187019,89.70314049778882,88.93385070735272,89.4051284790039,91702600
2006-06-05 00:00:00-04:00,89.30117420062788,89.30810102370687,87.85959656486662,88.1021728515625,86105100
